ticket_id,subject,description,ticket_text,category,priority
306,Access denied permission required for marketing share,Transferred to the Brand Marketing team but receive 'You do not have permission to view this directory' when opening the Marketing Google Drive / SharePoint. Several other team members in our department are facing the exact same problem.,Access denied permission required for marketing share. Transferred to the Brand Marketing team but receive 'You do not have permission to view this directory' when opening the Marketing Google Drive / SharePoint. Several other team members in our department are facing the exact same problem.,Account,Medium
307,Help needed: Cannot update security challenge questions,Account settings page throws error 500 when saving new security verification questions for password self-recovery. Several other team members in our department are facing the exact same problem.,Help needed: Cannot update security challenge questions. Account settings page throws error 500 when saving new security verification questions for password self-recovery. Several other team members in our department are facing the exact same problem.,Account,Low
308,Help needed: Slack desktop client white blank screen,"Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. We have already attempted rebooting the system, but the problem persists.","Help needed: Slack desktop client white blank screen. Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. We have already attempted rebooting the system, but the problem persists.",Software,Low
309,Background worker queue stalled and backlog growing - Request assistance,"Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state. Urgent assistance required as this is blocking our production workflow.","Background worker queue stalled and backlog growing - Request assistance. Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state. Urgent assistance required as this is blocking our production workflow.",Technical Issue,High
310,Help needed: Prorated refund request after seat reduction,We downgraded our team plan from 50 seats to 25 seats at the beginning of the billing cycle. Requesting prorated credit or refund for unused seats. Urgent assistance required as this is blocking our production workflow.,Help needed: Prorated refund request after seat reduction. We downgraded our team plan from 50 seats to 25 seats at the beginning of the billing cycle. Requesting prorated credit or refund for unused seats. Urgent assistance required as this is blocking our production workflow.,Payment,High
311,Power supply unit burning smell - Request assistance,Desktop PC suddenly lost power and emitted a faint electrical burning odor. System refuses to turn on when power button is pressed. No motherboard LEDs lit. Several other team members in our department are facing the exact same problem.,Power supply unit burning smell - Request assistance. Desktop PC suddenly lost power and emitted a faint electrical burning odor. System refuses to turn on when power button is pressed. No motherboard LEDs lit. Several other team members in our department are facing the exact same problem.,Hardware,Critical
312,[Issue] Remove access for departing employee immediately,"Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. We noticed this error intermittently over the past week, but now it occurs constantly.","[Issue] Remove access for departing employee immediately. Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. We noticed this error intermittently over the past week, but now it occurs constantly.",Account,Critical
313,Help needed: User account locked out after failed password attempts,Entered incorrect password on Monday morning and now my domain account is locked out. Need admin to unlock in Active Directory so I can login. This is severely impacting our daily operations and client deliverable deadlines.,Help needed: User account locked out after failed password attempts. Entered incorrect password on Monday morning and now my domain account is locked out. Need admin to unlock in Active Directory so I can login. This is severely impacting our daily operations and client deliverable deadlines.,Account,High
314,Slack desktop client white blank screen,"Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. We have already attempted rebooting the system, but the problem persists.","Slack desktop client white blank screen. Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. We have already attempted rebooting the system, but the problem persists.",Software,Low
315,Help needed: Corporate VPN disconnecting every 10 minutes,"Connected to the office VPN through Cisco AnyConnect, but the tunnel drops intermittently every 10 to 15 minutes with error: 'Connection terminated locally'. We noticed this error intermittently over the past week, but now it occurs constantly.","Help needed: Corporate VPN disconnecting every 10 minutes. Connected to the office VPN through Cisco AnyConnect, but the tunnel drops intermittently every 10 to 15 minutes with error: 'Connection terminated locally'. We noticed this error intermittently over the past week, but now it occurs constantly.",Network,High
316,Help needed: Touchscreen digitizer ghost touches,"Surface tablet screen is registering touches in the upper right corner on its own, making it impossible to click anywhere else. Tested across multiple workstations and the behavior is completely reproducible.","Help needed: Touchscreen digitizer ghost touches. Surface tablet screen is registering touches in the upper right corner on its own, making it impossible to click anywhere else. Tested across multiple workstations and the behavior is completely reproducible.",Hardware,Medium
317,Guest WiFi captive portal not loading,"Visitors connecting to 'Guest-WiFi' do not get redirected to the terms & conditions login page, leaving them without web connectivity. We have already attempted rebooting the system, but the problem persists.","Guest WiFi captive portal not loading. Visitors connecting to 'Guest-WiFi' do not get redirected to the terms & conditions login page, leaving them without web connectivity. We have already attempted rebooting the system, but the problem persists.",Network,Low
318,Requesting W-9 vendor tax form for accounts payable - Request assistance,Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. Please advise on immediate troubleshooting steps or dispatch a technician.,Requesting W-9 vendor tax form for accounts payable - Request assistance. Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. Please advise on immediate troubleshooting steps or dispatch a technician.,Payment,Low
319,Help needed: Guest contractor account extension required,Contractor engagement for vendor QA has been extended by 30 days. Need their account expiration date extended in Active Directory. This issue started occurring after the system maintenance yesterday.,Help needed: Guest contractor account extension required. Contractor engagement for vendor QA has been extended by 30 days. Need their account expiration date extended in Active Directory. This issue started occurring after the system maintenance yesterday.,Account,Medium
320,Urgent: VPN client software fails to initialize virtual adapter,GlobalProtect / OpenVPN agent displays 'Failed to create virtual network adapter' during startup sequence. Reinstalling network drivers did not help. Urgent assistance required as this is blocking our production workflow.,Urgent: VPN client software fails to initialize virtual adapter. GlobalProtect / OpenVPN agent displays 'Failed to create virtual network adapter' during startup sequence. Reinstalling network drivers did not help. Urgent assistance required as this is blocking our production workflow.,Software,High
321,[Issue] Missing VCRUNTIME140.dll error on launch,Unable to run corporate ERP application. System error pop-up states: 'The code execution cannot proceed because VCRUNTIME140.dll was not found'.,[Issue] Missing VCRUNTIME140.dll error on launch. Unable to run corporate ERP application. System error pop-up states: 'The code execution cannot proceed because VCRUNTIME140.dll was not found'.,Software,Medium
322,Urgent: Software license activation key invalid,"Reinstalled AutoCAD on my new machine, but the company serial number produces error 'Registration-Activation Error (0015.111)'. Need license reactivation. Logs and system diagnostic details have been captured and can be provided upon request.","Urgent: Software license activation key invalid. Reinstalled AutoCAD on my new machine, but the company serial number produces error 'Registration-Activation Error (0015.111)'. Need license reactivation. Logs and system diagnostic details have been captured and can be provided upon request.",Software,Medium
323,[Issue] Conference room TV display color distortion,Main wall display in Conference Room B shows severe purple and green tint over HDMI input. Resetting display settings did not resolve. This issue started occurring after the system maintenance yesterday.,[Issue] Conference room TV display color distortion. Main wall display in Conference Room B shows severe purple and green tint over HDMI input. Resetting display settings did not resolve. This issue started occurring after the system maintenance yesterday.,Hardware,Low
324,VoIP desk phone unregistered from PBX - Request assistance,"Cisco IP phone on desk 14 shows 'Registration Failed'. No dial tone and cannot receive incoming transfers from receptionist. We noticed this error intermittently over the past week, but now it occurs constantly.","VoIP desk phone unregistered from PBX - Request assistance. Cisco IP phone on desk 14 shows 'Registration Failed'. No dial tone and cannot receive incoming transfers from receptionist. We noticed this error intermittently over the past week, but now it occurs constantly.",Network,Medium
325,[Issue] Memory consumption on API container growing continuously,"Docker container memory usage rises from 200MB to 3.8GB over 48 hours without releasing, indicating a memory leak in the connection pool. This issue started occurring after the system maintenance yesterday.","[Issue] Memory consumption on API container growing continuously. Docker container memory usage rises from 200MB to 3.8GB over 48 hours without releasing, indicating a memory leak in the connection pool. This issue started occurring after the system maintenance yesterday.",Technical Issue,High
326,Help needed: Guest contractor account extension required,Contractor engagement for vendor QA has been extended by 30 days. Need their account expiration date extended in Active Directory. This is severely impacting our daily operations and client deliverable deadlines.,Help needed: Guest contractor account extension required. Contractor engagement for vendor QA has been extended by 30 days. Need their account expiration date extended in Active Directory. This is severely impacting our daily operations and client deliverable deadlines.,Account,Medium
327,Headset microphone not picking up audio,"Jabra USB headset audio output works fine, but teammates cannot hear me in Zoom or Teams meetings. Tested mic on Windows Sound settings with 0% input level. We noticed this error intermittently over the past week, but now it occurs constantly.","Headset microphone not picking up audio. Jabra USB headset audio output works fine, but teammates cannot hear me in Zoom or Teams meetings. Tested mic on Windows Sound settings with 0% input level. We noticed this error intermittently over the past week, but now it occurs constantly.",Hardware,Low
328,Firewall blocking outbound port 443 to cloud storage,Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443.,Firewall blocking outbound port 443 to cloud storage. Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443.,Network,Critical
329,Subscription auto-renewed after cancellation notice - Request assistance,"Submitted cancellation request 10 days before renewal date, but our credit card was still charged $299 this morning. Requesting full cancellation and refund. Logs and system diagnostic details have been captured and can be provided upon request.","Subscription auto-renewed after cancellation notice - Request assistance. Submitted cancellation request 10 days before renewal date, but our credit card was still charged $299 this morning. Requesting full cancellation and refund. Logs and system diagnostic details have been captured and can be provided upon request.",Payment,High
330,Automated nightly backup script exited with error code 1,Scheduled mysqldump backup job failed at 02:00 AM due to disk space shortage on mount /var/backups. Backup archive is incomplete. Logs and system diagnostic details have been captured and can be provided upon request.,Automated nightly backup script exited with error code 1. Scheduled mysqldump backup job failed at 02:00 AM due to disk space shortage on mount /var/backups. Backup archive is incomplete. Logs and system diagnostic details have been captured and can be provided upon request.,Technical Issue,Critical
331,Stripe checkout payment gateway throwing error 402 - Request assistance,"When attempting to pay invoice online, checkout modal throws error 'Payment Required: card_declined'. Bank confirms no block on our end. This issue started occurring after the system maintenance yesterday.","Stripe checkout payment gateway throwing error 402 - Request assistance. When attempting to pay invoice online, checkout modal throws error 'Payment Required: card_declined'. Bank confirms no block on our end. This issue started occurring after the system maintenance yesterday.",Payment,High
332,Help needed: Requesting W-9 vendor tax form for accounts payable,"Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. We noticed this error intermittently over the past week, but now it occurs constantly.","Help needed: Requesting W-9 vendor tax form for accounts payable. Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. We noticed this error intermittently over the past week, but now it occurs constantly.",Payment,Low
333,[Issue] External monitor not detected via HDMI,Connected an LG 27-inch monitor to my workstation using HDMI cable. Display settings show 'No Signal detected'. Tried another cable but issue persists. Logs and system diagnostic details have been captured and can be provided upon request.,[Issue] External monitor not detected via HDMI. Connected an LG 27-inch monitor to my workstation using HDMI cable. Display settings show 'No Signal detected'. Tried another cable but issue persists. Logs and system diagnostic details have been captured and can be provided upon request.,Hardware,Medium
334,Wireless mouse cursor jumping erratically - Request assistance,"The Logitech wireless mouse cursor stutters across the screen and skips pixels even with fresh AA batteries. Mousepad is clean. We have already attempted rebooting the system, but the problem persists.","Wireless mouse cursor jumping erratically - Request assistance. The Logitech wireless mouse cursor stutters across the screen and skips pixels even with fresh AA batteries. Mousepad is clean. We have already attempted rebooting the system, but the problem persists.",Hardware,Low
335,Requesting W-9 vendor tax form for accounts payable,Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. Urgent assistance required as this is blocking our production workflow.,Requesting W-9 vendor tax form for accounts payable. Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. Urgent assistance required as this is blocking our production workflow.,Payment,High
336,Urgent: Power supply unit burning smell,Desktop PC suddenly lost power and emitted a faint electrical burning odor. System refuses to turn on when power button is pressed. No motherboard LEDs lit. This issue started occurring after the system maintenance yesterday.,Urgent: Power supply unit burning smell. Desktop PC suddenly lost power and emitted a faint electrical burning odor. System refuses to turn on when power button is pressed. No motherboard LEDs lit. This issue started occurring after the system maintenance yesterday.,Hardware,Critical
337,[Issue] Touchscreen digitizer ghost touches,"Surface tablet screen is registering touches in the upper right corner on its own, making it impossible to click anywhere else. Tested across multiple workstations and the behavior is completely reproducible.","[Issue] Touchscreen digitizer ghost touches. Surface tablet screen is registering touches in the upper right corner on its own, making it impossible to click anywhere else. Tested across multiple workstations and the behavior is completely reproducible.",Hardware,Medium
338,Urgent: Invoice shows incorrect billing address and company name,The billing address on invoice INV-2026-0889 lists our old office address in London instead of our new headquarters in Manchester. Please reissue. Tested across multiple workstations and the behavior is completely reproducible.,Urgent: Invoice shows incorrect billing address and company name. The billing address on invoice INV-2026-0889 lists our old office address in London instead of our new headquarters in Manchester. Please reissue. Tested across multiple workstations and the behavior is completely reproducible.,Payment,Low
339,Help needed: RAM memory failure causing BSOD,Computer crashed three times today with MEMORY_MANAGEMENT blue screen. Windows Memory Diagnostic tool reported hardware memory problems detected. This is severely impacting our daily operations and client deliverable deadlines.,Help needed: RAM memory failure causing BSOD. Computer crashed three times today with MEMORY_MANAGEMENT blue screen. Windows Memory Diagnostic tool reported hardware memory problems detected. This is severely impacting our daily operations and client deliverable deadlines.,Hardware,High
340,Lost smartphone cannot receive MFA 2FA code,Replaced my mobile phone over the weekend and no longer have access to Microsoft Authenticator app. Cannot complete 2FA verification to log in. This is severely impacting our daily operations and client deliverable deadlines.,Lost smartphone cannot receive MFA 2FA code. Replaced my mobile phone over the weekend and no longer have access to Microsoft Authenticator app. Cannot complete 2FA verification to log in. This is severely impacting our daily operations and client deliverable deadlines.,Account,High
341,Help needed: Ethernet wall jack physically damaged,RJ-45 wall port at cubicle 42 has broken pins inside. Patch cable will not click securely into place and link light does not turn on. This is severely impacting our daily operations and client deliverable deadlines.,Help needed: Ethernet wall jack physically damaged. RJ-45 wall port at cubicle 42 has broken pins inside. Patch cable will not click securely into place and link light does not turn on. This is severely impacting our daily operations and client deliverable deadlines.,Network,Low
342,Help needed: Headset microphone not picking up audio,"Jabra USB headset audio output works fine, but teammates cannot hear me in Zoom or Teams meetings. Tested mic on Windows Sound settings with 0% input level. This issue started occurring after the system maintenance yesterday.","Help needed: Headset microphone not picking up audio. Jabra USB headset audio output works fine, but teammates cannot hear me in Zoom or Teams meetings. Tested mic on Windows Sound settings with 0% input level. This issue started occurring after the system maintenance yesterday.",Hardware,Low
343,Urgent: Conference room TV display color distortion,Main wall display in Conference Room B shows severe purple and green tint over HDMI input. Resetting display settings did not resolve. Logs and system diagnostic details have been captured and can be provided upon request.,Urgent: Conference room TV display color distortion. Main wall display in Conference Room B shows severe purple and green tint over HDMI input. Resetting display settings did not resolve. Logs and system diagnostic details have been captured and can be provided upon request.,Hardware,Low
344,Help needed: Intermittent WebSocket connection drops in dashboard,"Real-time updates in admin portal disconnect with code 1006 every few minutes, requiring manual page refresh to see new tickets. Several other team members in our department are facing the exact same problem.","Help needed: Intermittent WebSocket connection drops in dashboard. Real-time updates in admin portal disconnect with code 1006 every few minutes, requiring manual page refresh to see new tickets. Several other team members in our department are facing the exact same problem.",Technical Issue,Medium
345,[Issue] Slack desktop client white blank screen,Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine.,[Issue] Slack desktop client white blank screen. Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine.,Software,Low
346,[Issue] Missing VCRUNTIME140.dll error on launch,Unable to run corporate ERP application. System error pop-up states: 'The code execution cannot proceed because VCRUNTIME140.dll was not found'. Tested across multiple workstations and the behavior is completely reproducible.,[Issue] Missing VCRUNTIME140.dll error on launch. Unable to run corporate ERP application. System error pop-up states: 'The code execution cannot proceed because VCRUNTIME140.dll was not found'. Tested across multiple workstations and the behavior is completely reproducible.,Software,Medium
347,Remove access for departing employee immediately,"Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. Several other team members in our department are facing the exact same problem.","Remove access for departing employee immediately. Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. Several other team members in our department are facing the exact same problem.",Account,Critical
348,Urgent: RAM memory failure causing BSOD,Computer crashed three times today with MEMORY_MANAGEMENT blue screen. Windows Memory Diagnostic tool reported hardware memory problems detected. Urgent assistance required as this is blocking our production workflow.,Urgent: RAM memory failure causing BSOD. Computer crashed three times today with MEMORY_MANAGEMENT blue screen. Windows Memory Diagnostic tool reported hardware memory problems detected. Urgent assistance required as this is blocking our production workflow.,Hardware,High
349,SSL certificate error visiting company intranet,Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. Urgent assistance required as this is blocking our production workflow.,SSL certificate error visiting company intranet. Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. Urgent assistance required as this is blocking our production workflow.,Network,High
350,Background worker queue stalled and backlog growing,"Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state. Please advise on immediate troubleshooting steps or dispatch a technician.","Background worker queue stalled and backlog growing. Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state. Please advise on immediate troubleshooting steps or dispatch a technician.",Technical Issue,High
351,DNS resolution failure for internal domains,Cannot resolve internal domain portal.internal.company.com. Nslookup returns SERVFAIL from primary DNS server 10.0.0.2. Urgent assistance required as this is blocking our production workflow.,DNS resolution failure for internal domains. Cannot resolve internal domain portal.internal.company.com. Nslookup returns SERVFAIL from primary DNS server 10.0.0.2. Urgent assistance required as this is blocking our production workflow.,Network,High
352,Help needed: Guest WiFi captive portal not loading,"Visitors connecting to 'Guest-WiFi' do not get redirected to the terms & conditions login page, leaving them without web connectivity.","Help needed: Guest WiFi captive portal not loading. Visitors connecting to 'Guest-WiFi' do not get redirected to the terms & conditions login page, leaving them without web connectivity.",Network,Low
353,Urgent: Webhook delivery failing with HTTP 404 response,Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. Several other team members in our department are facing the exact same problem.,Urgent: Webhook delivery failing with HTTP 404 response. Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. Several other team members in our department are facing the exact same problem.,Technical Issue,High
354,[Issue] Background worker queue stalled and backlog growing,"Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state.","[Issue] Background worker queue stalled and backlog growing. Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state.",Technical Issue,High
355,Search query elasticsearch index synchronization lag,Newly created tickets do not appear in search results for up to 45 minutes. Full-text search indexer seems to be lagging behind database binlog. Please advise on immediate troubleshooting steps or dispatch a technician.,Search query elasticsearch index synchronization lag. Newly created tickets do not appear in search results for up to 45 minutes. Full-text search indexer seems to be lagging behind database binlog. Please advise on immediate troubleshooting steps or dispatch a technician.,Technical Issue,Medium
356,Wireless mouse cursor jumping erratically,The Logitech wireless mouse cursor stutters across the screen and skips pixels even with fresh AA batteries. Mousepad is clean. Several other team members in our department are facing the exact same problem.,Wireless mouse cursor jumping erratically. The Logitech wireless mouse cursor stutters across the screen and skips pixels even with fresh AA batteries. Mousepad is clean. Several other team members in our department are facing the exact same problem.,Hardware,Low
357,Guest contractor account extension required - Request assistance,Contractor engagement for vendor QA has been extended by 30 days. Need their account expiration date extended in Active Directory. This is severely impacting our daily operations and client deliverable deadlines.,Guest contractor account extension required - Request assistance. Contractor engagement for vendor QA has been extended by 30 days. Need their account expiration date extended in Active Directory. This is severely impacting our daily operations and client deliverable deadlines.,Account,Medium
358,Urgent: User account locked out after failed password attempts,Entered incorrect password on Monday morning and now my domain account is locked out. Need admin to unlock in Active Directory so I can login. Please advise on immediate troubleshooting steps or dispatch a technician.,Urgent: User account locked out after failed password attempts. Entered incorrect password on Monday morning and now my domain account is locked out. Need admin to unlock in Active Directory so I can login. Please advise on immediate troubleshooting steps or dispatch a technician.,Account,High
359,Urgent: Update official primary email address and alias,My last name has legally changed. Please update my primary email address in Google Workspace / Exchange and create an alias for my previous name. This issue started occurring after the system maintenance yesterday.,Urgent: Update official primary email address and alias. My last name has legally changed. Please update my primary email address in Google Workspace / Exchange and create an alias for my previous name. This issue started occurring after the system maintenance yesterday.,Account,Low
360,[Issue] Update official primary email address and alias,My last name has legally changed. Please update my primary email address in Google Workspace / Exchange and create an alias for my previous name. Urgent assistance required as this is blocking our production workflow.,[Issue] Update official primary email address and alias. My last name has legally changed. Please update my primary email address in Google Workspace / Exchange and create an alias for my previous name. Urgent assistance required as this is blocking our production workflow.,Account,High
361,Windows 11 update stuck at 78% loop,Cumulative update KB5034441 has been stuck at 78% for 4 hours. Rebooting causes the system to attempt rollback and install again in an endless loop. This is severely impacting our daily operations and client deliverable deadlines.,Windows 11 update stuck at 78% loop. Cumulative update KB5034441 has been stuck at 78% for 4 hours. Rebooting causes the system to attempt rollback and install again in an endless loop. This is severely impacting our daily operations and client deliverable deadlines.,Software,High
362,Remove access for departing employee immediately,"Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. Please advise on immediate troubleshooting steps or dispatch a technician.","Remove access for departing employee immediately. Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. Please advise on immediate troubleshooting steps or dispatch a technician.",Account,Critical
363,Prorated refund request after seat reduction - Request assistance,We downgraded our team plan from 50 seats to 25 seats at the beginning of the billing cycle. Requesting prorated credit or refund for unused seats. Several other team members in our department are facing the exact same problem.,Prorated refund request after seat reduction - Request assistance. We downgraded our team plan from 50 seats to 25 seats at the beginning of the billing cycle. Requesting prorated credit or refund for unused seats. Several other team members in our department are facing the exact same problem.,Payment,Medium
364,Requesting W-9 vendor tax form for accounts payable,Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order.,Requesting W-9 vendor tax form for accounts payable. Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order.,Payment,Low
365,Workstation overheating and shutting down,My desktop PC fans are spinning at maximum RPM and making loud grinding noises. System shut down abruptly twice during rendering with CPU temp at 95C. This issue started occurring after the system maintenance yesterday.,Workstation overheating and shutting down. My desktop PC fans are spinning at maximum RPM and making loud grinding noises. System shut down abruptly twice during rendering with CPU temp at 95C. This issue started occurring after the system maintenance yesterday.,Hardware,Critical
366,Purchase order PO number missing on invoice,Our accounts payable system rejects invoices without PO-98432 printed on the document. Please add PO number and re-send PDF invoice. Logs and system diagnostic details have been captured and can be provided upon request.,Purchase order PO number missing on invoice. Our accounts payable system rejects invoices without PO-98432 printed on the document. Please add PO number and re-send PDF invoice. Logs and system diagnostic details have been captured and can be provided upon request.,Payment,Low
367,Urgent: Remove access for departing employee immediately,"Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. This is severely impacting our daily operations and client deliverable deadlines.","Urgent: Remove access for departing employee immediately. Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. This is severely impacting our daily operations and client deliverable deadlines.",Account,Critical
368,Urgent: Search query elasticsearch index synchronization lag,Newly created tickets do not appear in search results for up to 45 minutes. Full-text search indexer seems to be lagging behind database binlog. Please advise on immediate troubleshooting steps or dispatch a technician.,Urgent: Search query elasticsearch index synchronization lag. Newly created tickets do not appear in search results for up to 45 minutes. Full-text search indexer seems to be lagging behind database binlog. Please advise on immediate troubleshooting steps or dispatch a technician.,Technical Issue,Medium
369,Frequent dropped calls on Microsoft Teams,Teams voice and video calls consistently stutter and disconnect with warning 'Your network is causing poor call quality'. Urgent assistance required as this is blocking our production workflow.,Frequent dropped calls on Microsoft Teams. Teams voice and video calls consistently stutter and disconnect with warning 'Your network is causing poor call quality'. Urgent assistance required as this is blocking our production workflow.,Network,High
370,Urgent: Workstation overheating and shutting down,My desktop PC fans are spinning at maximum RPM and making loud grinding noises. System shut down abruptly twice during rendering with CPU temp at 95C. Please advise on immediate troubleshooting steps or dispatch a technician.,Urgent: Workstation overheating and shutting down. My desktop PC fans are spinning at maximum RPM and making loud grinding noises. System shut down abruptly twice during rendering with CPU temp at 95C. Please advise on immediate troubleshooting steps or dispatch a technician.,Hardware,Critical
371,Shared mailbox permission missing in Outlook - Request assistance,Need 'Send As' and 'Read and Manage' permissions granted for shared mailbox info@company.com. Several other team members in our department are facing the exact same problem.,Shared mailbox permission missing in Outlook - Request assistance. Need 'Send As' and 'Read and Manage' permissions granted for shared mailbox info@company.com. Several other team members in our department are facing the exact same problem.,Account,Low
372,[Issue] Windows 11 update stuck at 78% loop,Cumulative update KB5034441 has been stuck at 78% for 4 hours. Rebooting causes the system to attempt rollback and install again in an endless loop. Logs and system diagnostic details have been captured and can be provided upon request.,[Issue] Windows 11 update stuck at 78% loop. Cumulative update KB5034441 has been stuck at 78% for 4 hours. Rebooting causes the system to attempt rollback and install again in an endless loop. Logs and system diagnostic details have been captured and can be provided upon request.,Software,High
373,Help needed: Firewall blocking outbound port 443 to cloud storage,Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443. Urgent assistance required as this is blocking our production workflow.,Help needed: Firewall blocking outbound port 443 to cloud storage. Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443. Urgent assistance required as this is blocking our production workflow.,Network,Critical
374,[Issue] Credit card charged twice for annual subscription,"Our company credit card was charged $1,200 twice on September 15th for the annual enterprise license. Please reverse the duplicate transaction. Please advise on immediate troubleshooting steps or dispatch a technician.","[Issue] Credit card charged twice for annual subscription. Our company credit card was charged $1,200 twice on September 15th for the annual enterprise license. Please reverse the duplicate transaction. Please advise on immediate troubleshooting steps or dispatch a technician.",Payment,High
375,Touchscreen digitizer ghost touches - Request assistance,"Surface tablet screen is registering touches in the upper right corner on its own, making it impossible to click anywhere else. Logs and system diagnostic details have been captured and can be provided upon request.","Touchscreen digitizer ghost touches - Request assistance. Surface tablet screen is registering touches in the upper right corner on its own, making it impossible to click anywhere else. Logs and system diagnostic details have been captured and can be provided upon request.",Hardware,Medium
376,Urgent: Single Sign-On SSO authentication loop on Okta,Clicking on Jira or Confluence through Okta dashboard redirects in an infinite loop back to the login portal without signing in. Tested across multiple workstations and the behavior is completely reproducible.,Urgent: Single Sign-On SSO authentication loop on Okta. Clicking on Jira or Confluence through Okta dashboard redirects in an infinite loop back to the login portal without signing in. Tested across multiple workstations and the behavior is completely reproducible.,Account,High
377,Missing VCRUNTIME140.dll error on launch - Request assistance,Unable to run corporate ERP application. System error pop-up states: 'The code execution cannot proceed because VCRUNTIME140.dll was not found'. Urgent assistance required as this is blocking our production workflow.,Missing VCRUNTIME140.dll error on launch - Request assistance. Unable to run corporate ERP application. System error pop-up states: 'The code execution cannot proceed because VCRUNTIME140.dll was not found'. Urgent assistance required as this is blocking our production workflow.,Software,High
378,Urgent: Firewall blocking outbound port 443 to cloud storage,Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443. Logs and system diagnostic details have been captured and can be provided upon request.,Urgent: Firewall blocking outbound port 443 to cloud storage. Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443. Logs and system diagnostic details have been captured and can be provided upon request.,Network,Critical
379,Urgent: Session timeout too aggressive kicking out every 5 minutes,"Web portal logs me out every 5 minutes with 'Session Expired', forcing constant MFA re-authentication while working. Logs and system diagnostic details have been captured and can be provided upon request.","Urgent: Session timeout too aggressive kicking out every 5 minutes. Web portal logs me out every 5 minutes with 'Session Expired', forcing constant MFA re-authentication while working. Logs and system diagnostic details have been captured and can be provided upon request.",Account,Low
380,[Issue] Blue screen of death SYSTEM_SERVICE_EXCEPTION,Receiving random BSODs twice daily pointing to win32kfull.sys during normal web browsing and word processing. Several other team members in our department are facing the exact same problem.,[Issue] Blue screen of death SYSTEM_SERVICE_EXCEPTION. Receiving random BSODs twice daily pointing to win32kfull.sys during normal web browsing and word processing. Several other team members in our department are facing the exact same problem.,Software,Critical
